slot,parent_slot,cl_client,validator_id,validator,builder,relay,date,slot_in_epoch
[7242816](https://beaconcha.in/slot/7242816),0,Prysm,39913,,,,2023-09-03 10:43:35,0
[7242844](https://beaconcha.in/slot/7242844),0,Unknown,0,,,,2023-09-03 10:49:11,28
[7242946](https://beaconcha.in/slot/7242946),0,Prysm,849024,,,,2023-09-03 11:09:35,2
[7243353](https://beaconcha.in/slot/7243353),0,Unknown,0,,,,2023-09-03 12:30:59,25
[7243366](https://beaconcha.in/slot/7243366),0,Unknown,0,,,,2023-09-03 12:33:35,6
[7243395](https://beaconcha.in/slot/7243395),0,Unknown,0,,,,2023-09-03 12:39:23,3
[7243426](https://beaconcha.in/slot/7243426),0,Unknown,0,,,,2023-09-03 12:45:35,2
[7243585](https://beaconcha.in/slot/7243585),0,Unknown,0,,,,2023-09-03 13:17:23,1
[7243660](https://beaconcha.in/slot/7243660),0,Unknown,0,,,,2023-09-03 13:32:23,12
[7243850](https://beaconcha.in/slot/7243850),0,Unknown,0,,,,2023-09-03 14:10:23,10
[7243922](https://beaconcha.in/slot/7243922),0,Unknown,0,,,,2023-09-03 14:24:47,18
[7243964](https://beaconcha.in/slot/7243964),0,Unknown,0,,,,2023-09-03 14:33:11,28
[7243969](https://beaconcha.in/slot/7243969),7243967 (-2),Nimbus,625984,,,,2023-09-03 14:34:11,1
[7244135](https://beaconcha.in/slot/7244135),0,Unknown,0,,,,2023-09-03 15:07:23,7
[7244429](https://beaconcha.in/slot/7244429),0,Unknown,0,,,,2023-09-03 16:06:11,13
[7244549](https://beaconcha.in/slot/7244549),7244548 (-1),Lighthouse,421582,,,,2023-09-03 16:30:11,5
[7244579](https://beaconcha.in/slot/7244579),7244578 (-1),Prysm,462182,,,,2023-09-03 16:36:11,3
[7244579](https://beaconcha.in/slot/7244579),0,Prysm,462182,,,,2023-09-03 16:36:11,3
[7244800](https://beaconcha.in/slot/7244800),7244799 (-1),Prysm,712947,,,,2023-09-03 17:20:23,0
[7245857](https://beaconcha.in/slot/7245857),7245855 (-2),Nimbus,806454,,,,2023-09-03 20:51:47,1
[7245952](https://beaconcha.in/slot/7245952),7245951 (-1),Nimbus,562908,,,,2023-09-03 21:10:47,0
[7245956](https://beaconcha.in/slot/7245956),7245954 (-2),Teku,442614,,,,2023-09-03 21:11:35,4
[7246201](https://beaconcha.in/slot/7246201),7246200 (-1),Prysm,785855,,,,2023-09-03 22:00:35,25
[7246599](https://beaconcha.in/slot/7246599),7246598 (-1),Lighthouse,401681,,,,2023-09-03 23:20:11,7
[7246836](https://beaconcha.in/slot/7246836),7246835 (-1),Nimbus,147240,,,,2023-09-04 00:07:35,20
[7247524](https://beaconcha.in/slot/7247524),7247523 (-1),Prysm,189832,,,,2023-09-04 02:25:11,4
[7248193](https://beaconcha.in/slot/7248193),7248192 (-1),Nimbus,402104,,,,2023-09-04 04:38:59,1
[7248224](https://beaconcha.in/slot/7248224),7248223 (-1),Prysm,27710,,,,2023-09-04 04:45:11,0
[7248532](https://beaconcha.in/slot/7248532),7248531 (-1),Nimbus,758832,,,,2023-09-04 05:46:47,20
[7249056](https://beaconcha.in/slot/7249056),7249055 (-1),Teku,542730,,,,2023-09-04 07:31:35,0
[7250530](https://beaconcha.in/slot/7250530),7250529 (-1),Lighthouse,96268,,,,2023-09-04 12:26:23,2
[7251086](https://beaconcha.in/slot/7251086),7251085 (-1),Prysm,462391,,,,2023-09-04 14:17:35,14
[7251844](https://beaconcha.in/slot/7251844),7251843 (-1),Lighthouse,496288,,,,2023-09-04 16:49:11,4
[7252372](https://beaconcha.in/slot/7252372),7252371 (-1),Nimbus,357687,,,,2023-09-04 18:34:47,20
[7252475](https://beaconcha.in/slot/7252475),7252474 (-1),Lighthouse,400930,,,,2023-09-04 18:55:23,27
[7254054](https://beaconcha.in/slot/7254054),7254052 (-2),Lighthouse,39889,,,,2023-09-05 00:11:11,6
[7254240](https://beaconcha.in/slot/7254240),7254239 (-1),Prysm,512537,,,,2023-09-05 00:48:23,0
[7256328](https://beaconcha.in/slot/7256328),7256327 (-1),Teku,208982,,,,2023-09-05 07:45:59,8
[7256515](https://beaconcha.in/slot/7256515),7256513 (-2),Teku,444053,,,,2023-09-05 08:23:23,3
[7256640](https://beaconcha.in/slot/7256640),7256639 (-1),Teku,240752,,,,2023-09-05 08:48:23,0
[7257240](https://beaconcha.in/slot/7257240),7257239 (-1),Prysm,731531,,,,2023-09-05 10:48:23,24
[7257381](https://beaconcha.in/slot/7257381),7257380 (-1),Prysm,533012,,,,2023-09-05 11:16:35,5
[7258726](https://beaconcha.in/slot/7258726),7258725 (-1),Lighthouse,300219,,,,2023-09-05 15:45:35,6
[7258886](https://beaconcha.in/slot/7258886),7258885 (-1),Prysm,591311,,,,2023-09-05 16:17:35,6
[7259115](https://beaconcha.in/slot/7259115),7259114 (-1),Teku,811839,,,,2023-09-05 17:03:23,11
[7259264](https://beaconcha.in/slot/7259264),7259263 (-1),Teku,467754,,,,2023-09-05 17:33:11,0
[7259926](https://beaconcha.in/slot/7259926),7259924 (-2),Lighthouse,768235,,,,2023-09-05 19:45:35,22
[7260453](https://beaconcha.in/slot/7260453),7260451 (-2),Nimbus,22658,,,,2023-09-05 21:30:59,5
[7260583](https://beaconcha.in/slot/7260583),7260582 (-1),Lighthouse,861367,,,,2023-09-05 21:56:59,7
[7260665](https://beaconcha.in/slot/7260665),7260646 (-19),Lighthouse,653648,,,,2023-09-05 22:13:23,25
[7260704](https://beaconcha.in/slot/7260704),7260703 (-1),Lighthouse,758737,,,,2023-09-05 22:21:11,0
[7262031](https://beaconcha.in/slot/7262031),7262030 (-1),Teku,812013,,,,2023-09-06 02:46:35,15
[7262366](https://beaconcha.in/slot/7262366),7262365 (-1),Nimbus,88776,,,,2023-09-06 03:53:35,30
[7263006](https://beaconcha.in/slot/7263006),7263005 (-1),Prysm,486434,,,,2023-09-06 06:01:35,30
[7263191](https://beaconcha.in/slot/7263191),7263190 (-1),Prysm,46867,,,,2023-09-06 06:38:35,23
[7263394](https://beaconcha.in/slot/7263394),7263393 (-1),Teku,441448,,,,2023-09-06 07:19:11,2
[7263501](https://beaconcha.in/slot/7263501),7263500 (-1),Prysm,550444,,,,2023-09-06 07:40:35,13
[7264002](https://beaconcha.in/slot/7264002),7264001 (-1),Prysm,16995,,,,2023-09-06 09:20:47,2
[7264103](https://beaconcha.in/slot/7264103),7264102 (-1),Prysm,591024,,,,2023-09-06 09:40:59,7
[7264396](https://beaconcha.in/slot/7264396),7264395 (-1),Lighthouse,104740,,,,2023-09-06 10:39:35,12
[7264508](https://beaconcha.in/slot/7264508),7264507 (-1),Prysm,19064,,,,2023-09-06 11:01:59,28
[7264729](https://beaconcha.in/slot/7264729),7264728 (-1),Lighthouse,30980,,,,2023-09-06 11:46:11,25
[7264784](https://beaconcha.in/slot/7264784),7264783 (-1),Prysm,233454,,,,2023-09-06 11:57:11,16
[7265185](https://beaconcha.in/slot/7265185),7265184 (-1),Prysm,257421,,,,2023-09-06 13:17:23,1
[7265535](https://beaconcha.in/slot/7265535),7265531 (-4),Lighthouse,865474,,,,2023-09-06 14:27:23,31
[7265792](https://beaconcha.in/slot/7265792),7265791 (-1),Lighthouse,351043,,,,2023-09-06 15:18:47,0
[7266225](https://beaconcha.in/slot/7266225),7266224 (-1),Prysm,46848,,,,2023-09-06 16:45:23,17
[7266641](https://beaconcha.in/slot/7266641),7266640 (-1),missed,713789,,,,2023-09-06 18:08:35,17
[7266947](https://beaconcha.in/slot/7266947),7266945 (-2),Lighthouse,236067,,,,2023-09-06 19:09:47,3
[7266958](https://beaconcha.in/slot/7266958),7266957 (-1),Lighthouse,353507,,,,2023-09-06 19:11:59,14
[7267011](https://beaconcha.in/slot/7267011),7267009 (-2),Teku,616129,,,,2023-09-06 19:22:35,3
[7268248](https://beaconcha.in/slot/7268248),7268247 (-1),Lighthouse,803541,,,,2023-09-06 23:29:59,24
[7268263](https://beaconcha.in/slot/7268263),7268262 (-1),Lighthouse,210512,,,,2023-09-06 23:32:59,7
[7268366](https://beaconcha.in/slot/7268366),7268365 (-1),Prysm,71004,,,,2023-09-06 23:53:35,14
[7269600](https://beaconcha.in/slot/7269600),7269599 (-1),Lighthouse,405092,,,,2023-09-07 04:00:23,0
[7269842](https://beaconcha.in/slot/7269842),7269841 (-1),Lighthouse,473525,,,,2023-09-07 04:48:47,18
[7270950](https://beaconcha.in/slot/7270950),7270949 (-1),Lighthouse,399763,,,,2023-09-07 08:30:23,6
[7270987](https://beaconcha.in/slot/7270987),7270986 (-1),Lighthouse,1879,,,,2023-09-07 08:37:47,11
[7271201](https://beaconcha.in/slot/7271201),7271200 (-1),Prysm,47185,,,,2023-09-07 09:20:35,1
[7271264](https://beaconcha.in/slot/7271264),7271263 (-1),Prysm,739083,,,,2023-09-07 09:33:11,0
[7271503](https://beaconcha.in/slot/7271503),7271501 (-2),Lighthouse,418534,,,,2023-09-07 10:20:59,15
[7271589](https://beaconcha.in/slot/7271589),7271588 (-1),Lighthouse,716120,,,,2023-09-07 10:38:11,5
[7272225](https://beaconcha.in/slot/7272225),7272223 (-2),Lighthouse,622892,,,,2023-09-07 12:45:23,1
[7272417](https://beaconcha.in/slot/7272417),7272416 (-1),Nimbus,580856,,,,2023-09-07 13:23:47,1
[7272452](https://beaconcha.in/slot/7272452),7272424 (-28),Lighthouse,799353,,,,2023-09-07 13:30:47,4
[7273014](https://beaconcha.in/slot/7273014),7273011 (-3),Lighthouse,450601,,,,2023-09-07 15:23:11,22
[7273208](https://beaconcha.in/slot/7273208),7273207 (-1),Prysm,405959,,,,2023-09-07 16:01:59,24
[7273726](https://beaconcha.in/slot/7273726),7273725 (-1),Teku,563495,,,,2023-09-07 17:45:35,30
[7274214](https://beaconcha.in/slot/7274214),7274213 (-1),Nimbus,139819,,,,2023-09-07 19:23:11,6
[7275544](https://beaconcha.in/slot/7275544),7275543 (-1),Prysm,645688,,,,2023-09-07 23:49:11,24
[7276256](https://beaconcha.in/slot/7276256),7276255 (-1),Prysm,198649,,,,2023-09-08 02:11:35,0
[7276324](https://beaconcha.in/slot/7276324),7276323 (-1),Teku,646581,,,,2023-09-08 02:25:11,4
[7276631](https://beaconcha.in/slot/7276631),7276630 (-1),Lighthouse,310894,,,,2023-09-08 03:26:35,23
[7277602](https://beaconcha.in/slot/7277602),7277589 (-13),Lighthouse,121809,,,,2023-09-08 06:40:47,2
[7278368](https://beaconcha.in/slot/7278368),7278367 (-1),Lighthouse,293180,,,,2023-09-08 09:13:59,0
[7278647](https://beaconcha.in/slot/7278647),7278646 (-1),Prysm,127654,,,,2023-09-08 10:09:47,23
[7278649](https://beaconcha.in/slot/7278649),7278648 (-1),Lighthouse,408621,,,,2023-09-08 10:10:11,25
[7279106](https://beaconcha.in/slot/7279106),7279104 (-2),Lighthouse,10298,,,,2023-09-08 11:41:35,2
[7279168](https://beaconcha.in/slot/7279168),7279167 (-1),Prysm,511155,,,,2023-09-08 11:53:59,0
[7279637](https://beaconcha.in/slot/7279637),7279636 (-1),Lighthouse,50132,,,,2023-09-08 13:27:47,21
[7279674](https://beaconcha.in/slot/7279674),7279673 (-1),Lighthouse,407752,,,,2023-09-08 13:35:11,26
[7280114](https://beaconcha.in/slot/7280114),7280113 (-1),Lighthouse,522808,,,,2023-09-08 15:03:11,18
[7280465](https://beaconcha.in/slot/7280465),7280452 (-13),Lighthouse,197980,,,,2023-09-08 16:13:23,17
[7280737](https://beaconcha.in/slot/7280737),7280736 (-1),Prysm,135977,,,,2023-09-08 17:07:47,1
[7280865](https://beaconcha.in/slot/7280865),7280864 (-1),Lighthouse,405180,,,,2023-09-08 17:33:23,1
[7281385](https://beaconcha.in/slot/7281385),7281384 (-1),Prysm,269096,,,,2023-09-08 19:17:23,9
[7281423](https://beaconcha.in/slot/7281423),7281422 (-1),Prysm,473618,,,,2023-09-08 19:24:59,15
[7281538](https://beaconcha.in/slot/7281538),7281536 (-2),Teku,77633,,,,2023-09-08 19:47:59,2
[7281752](https://beaconcha.in/slot/7281752),7281751 (-1),Prysm,162450,,,,2023-09-08 20:30:47,24
[7281766](https://beaconcha.in/slot/7281766),7281765 (-1),Prysm,509195,,,,2023-09-08 20:33:35,6
[7281781](https://beaconcha.in/slot/7281781),7281780 (-1),Prysm,531358,,,,2023-09-08 20:36:35,21
[7281824](https://beaconcha.in/slot/7281824),7281823 (-1),Lighthouse,400865,,,,2023-09-08 20:45:11,0
[7281932](https://beaconcha.in/slot/7281932),7281931 (-1),Lighthouse,8940,,,,2023-09-08 21:06:47,12
[7283140](https://beaconcha.in/slot/7283140),7283137 (-3),Teku,441077,,,,2023-09-09 01:08:23,4
[7283233](https://beaconcha.in/slot/7283233),7283231 (-2),Prysm,144163,,,,2023-09-09 01:26:59,1
[7283279](https://beaconcha.in/slot/7283279),7283278 (-1),Prysm,46875,,,,2023-09-09 01:36:11,15
[7284224](https://beaconcha.in/slot/7284224),7284223 (-1),Teku,3321,,,,2023-09-09 04:45:11,0
[7284455](https://beaconcha.in/slot/7284455),7284454 (-1),Prysm,487655,,,,2023-09-09 05:31:23,7
[7285950](https://beaconcha.in/slot/7285950),7285949 (-1),Prysm,261899,,,,2023-09-09 10:30:23,30
[7286051](https://beaconcha.in/slot/7286051),7286049 (-2),Prysm,443918,,,,2023-09-09 10:50:35,3
[7286193](https://beaconcha.in/slot/7286193),7286192 (-1),Lighthouse,504248,,,,2023-09-09 11:18:59,17
[7286298](https://beaconcha.in/slot/7286298),7286296 (-2),Lighthouse,47936,,,,2023-09-09 11:39:59,26
[7286538](https://beaconcha.in/slot/7286538),7286537 (-1),Nimbus,809911,,,,2023-09-09 12:27:59,10
[7286565](https://beaconcha.in/slot/7286565),7286563 (-2),Lighthouse,7469,,,,2023-09-09 12:33:23,5
[7286721](https://beaconcha.in/slot/7286721),7286720 (-1),Nimbus,404719,,,,2023-09-09 13:04:35,1
[7286808](https://beaconcha.in/slot/7286808),7286807 (-1),Lighthouse,104739,,,,2023-09-09 13:21:59,24
[7286944](https://beaconcha.in/slot/7286944),7286943 (-1),Nimbus,580751,,,,2023-09-09 13:49:11,0
[7287043](https://beaconcha.in/slot/7287043),7287041 (-2),Lighthouse,646765,,,,2023-09-09 14:08:59,3
[7287424](https://beaconcha.in/slot/7287424),7287423 (-1),Lighthouse,408400,,,,2023-09-09 15:25:11,0
[7287472](https://beaconcha.in/slot/7287472),7287471 (-1),Lighthouse,590208,,,,2023-09-09 15:34:47,16
[7288480](https://beaconcha.in/slot/7288480),7288479 (-1),Teku,347071,,,,2023-09-09 18:56:23,0
[7289638](https://beaconcha.in/slot/7289638),7289637 (-1),Lighthouse,303483,,,,2023-09-09 22:47:59,6
[7289872](https://beaconcha.in/slot/7289872),7289871 (-1),Lighthouse,306264,,,,2023-09-09 23:34:47,16
[7289952](https://beaconcha.in/slot/7289952),7289951 (-1),Prysm,337691,,,,2023-09-09 23:50:47,0
[7290087](https://beaconcha.in/slot/7290087),7290086 (-1),Prysm,491393,,,,2023-09-10 00:17:47,7
[7290752](https://beaconcha.in/slot/7290752),7290751 (-1),Nimbus,858810,,,,2023-09-10 02:30:47,0
[7291105](https://beaconcha.in/slot/7291105),7291103 (-2),Prysm,719709,,,,2023-09-10 03:41:23,1
[7291456](https://beaconcha.in/slot/7291456),7291455 (-1),Prysm,226681,,,,2023-09-10 04:51:35,0
[7291518](https://beaconcha.in/slot/7291518),7291517 (-1),Lighthouse,311054,,,,2023-09-10 05:03:59,30
[7291719](https://beaconcha.in/slot/7291719),7291718 (-1),Nimbus,222413,,,,2023-09-10 05:44:11,7
[7291857](https://beaconcha.in/slot/7291857),7291854 (-3),Teku,559844,,,,2023-09-10 06:11:47,17
[7292208](https://beaconcha.in/slot/7292208),7292207 (-1),Prysm,284397,,,,2023-09-10 07:21:59,16
[7292549](https://beaconcha.in/slot/7292549),7292548 (-1),Lighthouse,400963,,,,2023-09-10 08:30:11,5
[7293178](https://beaconcha.in/slot/7293178),7293169 (-9),Nimbus,8483,,,,2023-09-10 10:35:59,26
[7294379](https://beaconcha.in/slot/7294379),7294378 (-1),Prysm,12805,,,,2023-09-10 14:36:11,11
[7294628](https://beaconcha.in/slot/7294628),7294625 (-3),Teku,209712,,,,2023-09-10 15:25:59,4
[7294672](https://beaconcha.in/slot/7294672),7294671 (-1),Nimbus,809613,,,,2023-09-10 15:34:47,16
[7294941](https://beaconcha.in/slot/7294941),7294940 (-1),Prysm,490592,,,,2023-09-10 16:28:35,29
[7295650](https://beaconcha.in/slot/7295650),7295649 (-1),Lighthouse,438505,,,,2023-09-10 18:50:23,2
[7295668](https://beaconcha.in/slot/7295668),7295666 (-2),Lighthouse,359619,,,,2023-09-10 18:53:59,20
[7296096](https://beaconcha.in/slot/7296096),7296095 (-1),Prysm,851791,,,,2023-09-10 20:19:35,0
[7296896](https://beaconcha.in/slot/7296896),7296895 (-1),Prysm,204867,,,,2023-09-10 22:59:35,0
[7297182](https://beaconcha.in/slot/7297182),7297181 (-1),Prysm,22101,,,,2023-09-10 23:56:47,30
[7297184](https://beaconcha.in/slot/7297184),7297183 (-1),Prysm,723818,,,,2023-09-10 23:57:11,0
[7297679](https://beaconcha.in/slot/7297679),7297678 (-1),Lighthouse,303637,,,,2023-09-11 01:36:11,15
[7298304](https://beaconcha.in/slot/7298304),7298303 (-1),Prysm,812347,,,,2023-09-11 03:41:11,0
[7299182](https://beaconcha.in/slot/7299182),7299181 (-1),Prysm,210039,,,,2023-09-11 06:36:47,14
[7300069](https://beaconcha.in/slot/7300069),7300068 (-1),Prysm,46862,,,,2023-09-11 09:34:11,5
[7300112](https://beaconcha.in/slot/7300112),7300111 (-1),Prysm,489378,,,,2023-09-11 09:42:47,16
[7300163](https://beaconcha.in/slot/7300163),7300162 (-1),Prysm,455029,,,,2023-09-11 09:52:59,3
[7300191](https://beaconcha.in/slot/7300191),7300190 (-1),Prysm,107042,,,,2023-09-11 09:58:35,31
[7300406](https://beaconcha.in/slot/7300406),7300405 (-1),Lighthouse,8886,,,,2023-09-11 10:41:35,22
[7300769](https://beaconcha.in/slot/7300769),7300768 (-1),Lighthouse,159730,,,,2023-09-11 11:54:11,1
[7301039](https://beaconcha.in/slot/7301039),7301038 (-1),Lighthouse,461147,,,,2023-09-11 12:48:11,15
[7301760](https://beaconcha.in/slot/7301760),7301759 (-1),Lighthouse,494505,,,,2023-09-11 15:12:23,0
[7302176](https://beaconcha.in/slot/7302176),7302175 (-1),Prysm,531808,,,,2023-09-11 16:35:35,0
[7302579](https://beaconcha.in/slot/7302579),7302578 (-1),Prysm,107015,,,,2023-09-11 17:56:11,19
[7303599](https://beaconcha.in/slot/7303599),7303598 (-1),Nimbus,522729,,,,2023-09-11 21:20:11,15
[7303808](https://beaconcha.in/slot/7303808),7303807 (-1),Nimbus,559014,,,,2023-09-11 22:01:59,0
[7304323](https://beaconcha.in/slot/7304323),7304321 (-2),Prysm,844552,,,,2023-09-11 23:44:59,3
[7305356](https://beaconcha.in/slot/7305356),7305354 (-2),Teku,80107,,,,2023-09-12 03:11:35,12
[7305543](https://beaconcha.in/slot/7305543),7305542 (-1),Nimbus,487458,,,,2023-09-12 03:48:59,7
[7305760](https://beaconcha.in/slot/7305760),7305759 (-1),Nimbus,878344,,,,2023-09-12 04:32:23,0
[7305792](https://beaconcha.in/slot/7305792),7305791 (-1),Prysm,167898,,,,2023-09-12 04:38:47,0
[7305901](https://beaconcha.in/slot/7305901),7305900 (-1),Lighthouse,399789,,,,2023-09-12 05:00:35,13
[7306286](https://beaconcha.in/slot/7306286),7306285 (-1),Prysm,213051,,,,2023-09-12 06:17:35,14
[7306340](https://beaconcha.in/slot/7306340),7306339 (-1),Prysm,284394,,,,2023-09-12 06:28:23,4
[7307020](https://beaconcha.in/slot/7307020),7307019 (-1),Lighthouse,510897,,,,2023-09-12 08:44:23,12
[7307130](https://beaconcha.in/slot/7307130),7307128 (-2),Lighthouse,771304,,,,2023-09-12 09:06:23,26
[7307361](https://beaconcha.in/slot/7307361),7307360 (-1),Lighthouse,551046,,,,2023-09-12 09:52:35,1
[7307419](https://beaconcha.in/slot/7307419),7307418 (-1),Lighthouse,527698,,,,2023-09-12 10:04:11,27
[7307840](https://beaconcha.in/slot/7307840),7307839 (-1),Teku,557849,,,,2023-09-12 11:28:23,0
[7308125](https://beaconcha.in/slot/7308125),7308124 (-1),Lighthouse,399668,,,,2023-09-12 12:25:23,29
[7308254](https://beaconcha.in/slot/7308254),7308253 (-1),Lighthouse,20609,,,,2023-09-12 12:51:11,30
[7308768](https://beaconcha.in/slot/7308768),7308767 (-1),Prysm,667083,,,,2023-09-12 14:33:59,0
[7309102](https://beaconcha.in/slot/7309102),7309101 (-1),Prysm,118080,,,,2023-09-12 15:40:47,14
[7309169](https://beaconcha.in/slot/7309169),7309168 (-1),Lighthouse,466180,,,,2023-09-12 15:54:11,17
[7309316](https://beaconcha.in/slot/7309316),7309315 (-1),Nimbus,184747,,,,2023-09-12 16:23:35,4
[7309418](https://beaconcha.in/slot/7309418),7309417 (-1),Lighthouse,310561,,,,2023-09-12 16:43:59,10
[7309568](https://beaconcha.in/slot/7309568),7309567 (-1),Nimbus,789536,,,,2023-09-12 17:13:59,0
[7309626](https://beaconcha.in/slot/7309626),7309625 (-1),Lighthouse,406965,,,,2023-09-12 17:25:35,26
[7310668](https://beaconcha.in/slot/7310668),7310667 (-1),Prysm,106709,,,,2023-09-12 20:53:59,12
[7310825](https://beaconcha.in/slot/7310825),7310824 (-1),Prysm,56496,,,,2023-09-12 21:25:23,9
[7311027](https://beaconcha.in/slot/7311027),7311025 (-2),Lighthouse,399800,,,,2023-09-12 22:05:47,19
[7311042](https://beaconcha.in/slot/7311042),7311041 (-1),Teku,439973,,,,2023-09-12 22:08:47,2
[7311077](https://beaconcha.in/slot/7311077),7311076 (-1),Lighthouse,401729,,,,2023-09-12 22:15:47,5
[7311429](https://beaconcha.in/slot/7311429),7311428 (-1),Lighthouse,528002,,,,2023-09-12 23:26:11,5
[7311658](https://beaconcha.in/slot/7311658),7311657 (-1),Prysm,213202,,,,2023-09-13 00:11:59,10
[7311776](https://beaconcha.in/slot/7311776),7311775 (-1),Teku,401227,,,,2023-09-13 00:35:35,0
[7339420](https://beaconcha.in/slot/7339420),7339419 (-1),Prysm,79379,,,,2023-09-16 20:44:23,28
[7339441](https://beaconcha.in/slot/7339441),7339440 (-1),Lighthouse,310626,,,,2023-09-16 20:48:35,17
[7339450](https://beaconcha.in/slot/7339450),7339448 (-2),Lighthouse,400628,,,,2023-09-16 20:50:23,26
[7340531](https://beaconcha.in/slot/7340531),7340530 (-1),Lighthouse,388189,,,,2023-09-17 00:26:35,19
[7340679](https://beaconcha.in/slot/7340679),7340678 (-1),Lighthouse,512976,,,,2023-09-17 00:56:11,7
[7340865](https://beaconcha.in/slot/7340865),7340864 (-1),Nimbus,601137,,,,2023-09-17 01:33:23,1
[7340909](https://beaconcha.in/slot/7340909),7340908 (-1),Teku,415831,,,,2023-09-17 01:42:11,13
[7341483](https://beaconcha.in/slot/7341483),7341482 (-1),Lighthouse,31076,,,,2023-09-17 03:36:59,11
[7341838](https://beaconcha.in/slot/7341838),7341837 (-1),Prysm,43630,,,,2023-09-17 04:47:59,14
[7342214](https://beaconcha.in/slot/7342214),7342213 (-1),Lighthouse,892826,,,,2023-09-17 06:03:11,6
[7342356](https://beaconcha.in/slot/7342356),7342323 (-33),Lighthouse,775684,,,,2023-09-17 06:31:35,20
[7342679](https://beaconcha.in/slot/7342679),7342678 (-1),Lighthouse,794209,,,,2023-09-17 07:36:11,23
[7342720](https://beaconcha.in/slot/7342720),7342719 (-1),Teku,843374,,,,2023-09-17 07:44:23,0
[7342785](https://beaconcha.in/slot/7342785),7342784 (-1),Prysm,27698,,,,2023-09-17 07:57:23,1
[7342808](https://beaconcha.in/slot/7342808),7342807 (-1),Lighthouse,519848,,,,2023-09-17 08:01:59,24
[7342945](https://beaconcha.in/slot/7342945),7342944 (-1),Teku,36705,,,,2023-09-17 08:29:23,1
[7343096](https://beaconcha.in/slot/7343096),7343095 (-1),Prysm,805900,,,,2023-09-17 08:59:35,24
[7343104](https://beaconcha.in/slot/7343104),7343103 (-1),Teku,601411,,,,2023-09-17 09:01:11,0
[7343349](https://beaconcha.in/slot/7343349),7343348 (-1),Nimbus,21591,,,,2023-09-17 09:50:11,21
[7343360](https://beaconcha.in/slot/7343360),7343359 (-1),Prysm,675574,,,,2023-09-17 09:52:23,0
[7343384](https://beaconcha.in/slot/7343384),7343383 (-1),Prysm,793734,,,,2023-09-17 09:57:11,24
[7343425](https://beaconcha.in/slot/7343425),7343423 (-2),Lighthouse,754692,,,,2023-09-17 10:05:23,1
[7343457](https://beaconcha.in/slot/7343457),7343455 (-2),Lighthouse,519740,,,,2023-09-17 10:11:47,1
[7343757](https://beaconcha.in/slot/7343757),7343756 (-1),Lighthouse,21563,,,,2023-09-17 11:11:47,13
[7344003](https://beaconcha.in/slot/7344003),7343985 (-18),Prysm,591661,,,,2023-09-17 12:00:59,3
[7344551](https://beaconcha.in/slot/7344551),7344550 (-1),Nimbus,450121,,,,2023-09-17 13:50:35,7
[7344846](https://beaconcha.in/slot/7344846),7344845 (-1),Nimbus,405159,,,,2023-09-17 14:49:35,14
[7345049](https://beaconcha.in/slot/7345049),7345048 (-1),Lighthouse,407211,,,,2023-09-17 15:30:11,25
[7345058](https://beaconcha.in/slot/7345058),7345056 (-2),Teku,584003,,,,2023-09-17 15:31:59,2
[7345152](https://beaconcha.in/slot/7345152),7345151 (-1),Lighthouse,682315,,,,2023-09-17 15:50:47,0
[7345377](https://beaconcha.in/slot/7345377),7345375 (-2),Lighthouse,489265,,,,2023-09-17 16:35:47,1
[7345429](https://beaconcha.in/slot/7345429),7345428 (-1),Lighthouse,457863,,,,2023-09-17 16:46:11,21
[7345483](https://beaconcha.in/slot/7345483),7345482 (-1),Prysm,729579,,,,2023-09-17 16:56:59,11
[7345655](https://beaconcha.in/slot/7345655),7345654 (-1),Lighthouse,26179,,,,2023-09-17 17:31:23,23
[7345911](https://beaconcha.in/slot/7345911),7345910 (-1),Lighthouse,775600,,,,2023-09-17 18:22:35,23
[7346850](https://beaconcha.in/slot/7346850),7346849 (-1),Teku,619307,,,,2023-09-17 21:30:23,2
[7347066](https://beaconcha.in/slot/7347066),7347065 (-1),Prysm,647824,,,,2023-09-17 22:13:35,26
[7347264](https://beaconcha.in/slot/7347264),7347263 (-1),Lighthouse,594911,,,,2023-09-17 22:53:11,0
[7347455](https://beaconcha.in/slot/7347455),7347438 (-17),Prysm,106715,,,,2023-09-17 23:31:23,31
[7347552](https://beaconcha.in/slot/7347552),7347551 (-1),Prysm,663891,,,,2023-09-17 23:50:47,0
[7348519](https://beaconcha.in/slot/7348519),7348518 (-1),Lighthouse,764298,,,,2023-09-18 03:04:11,7
[7348522](https://beaconcha.in/slot/7348522),7348521 (-1),Prysm,46852,,,,2023-09-18 03:04:47,10
[7349528](https://beaconcha.in/slot/7349528),7349527 (-1),Nimbus,875628,,,,2023-09-18 06:25:59,24
[7349883](https://beaconcha.in/slot/7349883),7349864 (-19),Lighthouse,437869,,,,2023-09-18 07:36:59,27
[7350161](https://beaconcha.in/slot/7350161),7350160 (-1),Lighthouse,754852,,,,2023-09-18 08:32:35,17
[7350789](https://beaconcha.in/slot/7350789),7350788 (-1),Lighthouse,816586,,,,2023-09-18 10:38:11,5
[7351175](https://beaconcha.in/slot/7351175),7351174 (-1),Lighthouse,209325,,,,2023-09-18 11:55:23,7
[7351352](https://beaconcha.in/slot/7351352),7351351 (-1),Lighthouse,460490,,,,2023-09-18 12:30:47,24
